searchDate,Unnamed: 0,exchangeRate,istVol,marketValue,marketValue1,negotiableValue,negotiableValue1,productType,profitRate,profitRate1,searchDate,searchDate.1,searchDate.1.1,trdAmt,trdAmt1,trdTm,trdTm1,trdVol,trdVol1
2017-01-20,0.0,0.4197,1196,287908.35,287908.3537821626,243159.97,243159.9666892404,1,16.12,16.12,2017-01-20,2017-01-20,2017-01-20,1423.31,1423.30935596,690.3,690.2968,1228649.21,1228649.2067
2017-01-19,0.0,0.4244,1194,285799.79,285799.7868402931,241649.68,241649.6775757116,1,16.01,16.007,2017-01-19,2017-01-19,2017-01-19,1396.4,1396.39997847,718.77,718.7715,1242364.95,1242364.9491
2017-01-18,0.0,0.45399999999999996,1193,286835.79,286835.7930911496,242665.53,242665.53162017922,1,16.06,16.063,2017-01-18,2017-01-18,2017-01-18,1461.52,1461.52370647,727.99,727.9896,1328821.08,1328821.0789
2017-01-17,0.0,0.4712,1192,286380.42,286380.4196353973,241937.04,241937.041308993,1,16.04,16.044,2017-01-17,2017-01-17,2017-01-17,1570.92,1570.92449286,795.25,795.2491,1379235.76,1379235.7603
2017-01-16,0.0,0.8815,1190,285739.93,285739.93389571103,241570.88,241570.8753402355,1,16.01,16.012,2017-01-16,2017-01-16,2017-01-16,2629.41,2629.41451164,1096.31,1096.3077,2579394.49,2579394.491
2017-01-13,0.0,0.5344,1189,286489.5,286489.4970763159,241572.61,241572.60974775988,1,16.04,16.035,2017-01-13,2017-01-13,2017-01-13,1746.46,1746.46047482,854.06,854.0601,1563697.64,1563697.6429
2017-01-12,0.0,0.5093,1187,286951.91,286951.91216744983,241702.17,241702.17043096301,1,16.05,16.053,2017-01-12,2017-01-12,2017-01-12,1621.05,1621.05377743,822.18,822.1822,1490170.73,1490170.7335
2017-01-11,0.0,0.6137,1185,288459.22,288459.2249698774,242853.71,242853.7076872493,1,16.14,16.136,2017-01-11,2017-01-11,2017-01-11,1899.99,1899.9948129999998,948.08,948.0807,1795329.32,1795329.3202
2017-01-10,0.0,0.6298,1184,290561.58,290561.5772901999,244529.77,244529.7744776886,1,16.26,16.257,2017-01-10,2017-01-10,2017-01-10,1966.29,1966.29165681,989.83,989.8269,1842596.75,1842596.7515
2017-01-09,0.0,0.5913,1182,291220.75,291220.7495461275,245211.0,245211.0005655853,1,16.3,16.296,2017-01-09,2017-01-09,2017-01-09,1930.03,1930.03044295,932.7,932.6991,1729579.33,1729579.331
2017-01-06,0.0,0.631,1181,289470.13,289470.1284942816,243690.92,243690.92003905552,1,16.21,16.207,2017-01-06,2017-01-06,2017-01-06,2079.85,2079.85436843,1022.57,1022.5725,1844696.51,1844696.5079
2017-01-05,0.0,0.6043,1180,290013.22,290013.21992879803,244120.27,244120.2686122542,1,16.26,16.26,2017-01-05,2017-01-05,2017-01-05,2006.72,2006.72259526,985.61,985.6084,1766556.01,1766556.0125
2017-01-04,0.0,0.5824,1178,289316.13,289316.1303674463,243383.53,243383.5316382148,1,16.23,16.226,2017-01-04,2017-01-04,2017-01-04,1970.05,1970.05356668,927.73,927.7349,1702499.57,1702499.5673
2017-01-03,0.0,0.4851,1177,286906.37,286906.3700966573,241573.71,241573.7058002773,1,16.1,16.095,2017-01-03,2017-01-03,2017-01-03,1605.36,1605.3589596,782.56,782.563,1418004.12,1418004.1173
2016-12-30,0.0,0.4622,1175,283555.04,283555.0378314968,238953.65,238953.6462161636,1,15.91,15.913,2016-12-30,2016-12-30,2016-12-30,1530.02,1530.02278311,725.92,725.9158,1350591.71,1350591.7138
2016-12-29,0.0,0.4613,1173,282701.59,282701.5865993328,238219.15,238219.1479108832,1,15.87,15.865,2016-12-29,2016-12-29,2016-12-29,1514.92,1514.92330171,742.65,742.6452,1347637.13,1347637.1283
2016-12-28,0.0,0.4738,1173,283186.41,283186.4106008941,238558.05,238558.05476871328,1,15.89,15.892000000000001,2016-12-28,2016-12-28,2016-12-28,1565.7,1565.69909572,768.88,768.8786,1383889.02,1383889.0163
2016-12-27,0.0,0.4976,1171,284103.32,284103.3158275941,239378.38,239378.3794874413,1,15.95,15.948,2016-12-27,2016-12-27,2016-12-27,1669.02,1669.02397526,785.82,785.8188,1453257.15,1453257.1513
2016-12-26,0.0,0.5302,1170,284616.86,284616.861228043,240025.03,240025.0297374882,1,15.99,15.985,2016-12-26,2016-12-26,2016-12-26,1713.22,1713.22296953,845.52,845.5203,1548162.53,1548162.5339
2016-12-23,0.0,0.5707,1169,283323.12,283323.1192227425,238735.82,238735.8213478108,1,15.92,15.915999999999999,2016-12-23,2016-12-23,2016-12-23,1899.21,1899.20912674,919.11,919.1082,1665440.7,1665440.6973
2016-12-22,0.0,0.5760000000000001,1168,285900.21,285900.2057128883,240579.72,240579.71672193398,1,16.06,16.055999999999994,2016-12-22,2016-12-22,2016-12-22,1865.51,1865.50989922,923.21,923.2119,1680574.9,1680574.9041
2016-12-21,0.0,0.649,1167,285600.96,285600.9557139859,240261.99,240261.99153319173,1,16.04,16.039,2016-12-21,2016-12-21,2016-12-21,2079.09,2079.08897422,965.66,965.6612,1893416.99,1893416.9946
2016-12-20,0.0,0.544,1166,282354.09,282354.09230084944,237587.43,237587.4322854747,1,15.86,15.856,2016-12-20,2016-12-20,2016-12-20,1733.48,1733.48234913,868.57,868.5664,1587021.33,1587021.3251
2016-12-19,0.0,0.5338,1165,283654.22,283654.2227693595,238836.06,238836.0553167486,1,15.93,15.93,2016-12-19,2016-12-19,2016-12-19,1768.26,1768.26215041,846.7,846.6954,1557256.65,1557256.65
2016-12-16,0.0,0.5693,1164,283977.52,283977.5226303218,238454.32,238454.3152872148,1,15.95,15.949000000000002,2016-12-16,2016-12-16,2016-12-16,1910.19,1910.1933040999998,903.69,903.6937,1654341.92,1654341.9207
2016-12-15,0.0,0.6545,1163,283427.61,283427.6102681877,238181.35,238181.3479503603,1,15.92,15.918,2016-12-15,2016-12-15,2016-12-15,2133.71,2133.71074527,983.81,983.8075,1901562.47,1901562.4740000002
2016-12-14,0.0,0.6927,1162,285422.24,285422.2396392914,240425.59,240425.5939107005,1,16.05,16.046,2016-12-14,2016-12-14,2016-12-14,2193.07,2193.07058133,1019.94,1019.9444,2012544.44,2012544.4381
2016-12-13,0.0,0.638,1161,286574.96,286574.9609976317,241307.67,241307.6680574093,1,16.12,16.118,2016-12-13,2016-12-13,2016-12-13,2034.3,2034.29634938,988.56,988.5551,1852250.57,1852250.5674
2016-12-12,0.0,0.9463,1160,286368.0,286368.0023549254,241175.22,241175.2240853775,1,16.11,16.107,2016-12-12,2016-12-12,2016-12-12,2945.05,2945.0467535,1322.01,1322.0092,2745039.94,2745039.938
2016-12-09,0.0,0.7063,1159,293442.41,293442.4142210544,246311.7,246311.7013453796,1,16.49,16.489,2016-12-09,2016-12-09,2016-12-09,2280.61,2280.60682702,982.69,982.6905,2048525.08,2048525.0808
2016-12-08,0.0,0.5904,1158,291790.88,291790.8770940702,244445.14,244445.1401702377,1,16.39,16.39,2016-12-08,2016-12-08,2016-12-08,1987.46,1987.46021026,915.34,915.3381,1712327.49,1712327.4945
2016-12-07,0.0,0.5853,1157,292333.01,292333.0084237757,244792.56,244792.5556186457,1,16.42,16.416,2016-12-07,2016-12-07,2016-12-07,1908.21,1908.21390577,878.14,878.1439,1697592.98,1697592.98
2016-12-06,0.0,0.547,1156,290198.92,290198.9170537392,243153.31,243153.3148137496,1,16.31,16.305999999999994,2016-12-06,2016-12-06,2016-12-06,1789.59,1789.59015305,806.19,806.1942,1586215.22,1586215.2241
2016-12-05,0.0,0.7712,1155,290289.75,290289.7518389211,243565.78,243565.7772227257,1,16.33,16.332,2016-12-05,2016-12-05,2016-12-05,2397.89,2397.88515429,1027.8,1027.7973,2235941.84,2235941.8416
2016-12-02,0.0,0.8989,1155,293804.26,293804.264564302,246517.95,246517.9538783896,1,16.53,16.534000000000002,2016-12-02,2016-12-02,2016-12-02,2827.61,2827.60890869,1211.69,1211.6903,2604577.11,2604577.1096
2016-12-01,0.0,0.8214,1154,296410.8,296410.796152443,248373.85,248373.8482648303,1,16.67,16.674,2016-12-01,2016-12-01,2016-12-01,2622.86,2622.85770558,1079.76,1079.7623,2380199.1,2380199.0965
2016-11-30,0.0,0.8416,1153,294213.04,294213.0382625474,246655.53,246655.5286361868,1,16.56,16.555,2016-11-30,2016-11-30,2016-11-30,2633.61,2633.60792797,1165.01,1165.0064,2438530.86,2438530.8649
2016-11-29,0.0,1.1131,1152,297190.19,297190.1914582512,249326.8,249326.8016043958,1,16.72,16.72,2016-11-29,2016-11-29,2016-11-29,3497.22,3497.22176558,1445.02,1445.0239,3225119.62,3225119.6212
2016-11-28,0.0,0.9834,1151,296607.11,296607.1102906611,248321.61,248321.61288443732,1,16.68,16.684,2016-11-28,2016-11-28,2016-11-28,3040.89,3040.88813178,1173.86,1173.8596,2849363.49,2849363.4875
2016-11-25,0.0,0.8099,1151,295144.77,295144.7734674145,246848.57,246848.57262392482,1,16.6,16.604,2016-11-25,2016-11-25,2016-11-25,2600.4,2600.39916007,1125.84,1125.8383,2345929.69,2345929.6932
2016-11-24,0.0,0.8215,1150,293179.34,293179.3405082709,244935.76,244935.756584282,1,16.49,16.489,2016-11-24,2016-11-24,2016-11-24,2727.69,2727.69133042,1129.58,1129.5801,2377081.41,2377081.4101
2016-11-23,0.0,0.8663,1149,293024.38,293024.3831429591,244735.4,244735.4023631079,1,16.48,16.477999999999998,2016-11-23,2016-11-23,2016-11-23,2791.35,2791.35058973,1180.81,1180.808,2506936.18,2506936.1787
2016-11-22,0.0,0.9079999999999999,1148,293531.14,293531.1446686836,245049.93,245049.9332898675,1,16.5,16.502,2016-11-22,2016-11-22,2016-11-22,2940.4,2940.40175167,1170.95,1170.9536,2627277.91,2627277.9065
2016-11-21,0.0,0.7994,1147,290664.64,290664.64372452,242661.19,242661.1871068888,1,16.34,16.344,2016-11-21,2016-11-21,2016-11-21,2642.15,2642.15244681,1098.21,1098.2096,2313046.92,2313046.9228
2016-11-18,0.0,0.7288,1146,288388.33,288388.3310297379,240681.59,240681.58845270608,1,16.21,16.213,2016-11-18,2016-11-18,2016-11-18,2375.6,2375.60487604,1064.78,1064.7765,2108890.28,2108890.2784
2016-11-17,0.0,0.7426,1145,289070.41,289070.4088490949,241747.43,241747.4313420177,1,16.28,16.276,2016-11-17,2016-11-17,2016-11-17,2279.74,2279.73868994,1001.1,1001.095,2148091.18,2148091.1824
2016-11-16,0.0,0.7664,1144,288565.71,288565.7057997625,241310.17,241310.16965194533,1,16.25,16.250999999999998,2016-11-16,2016-11-16,2016-11-16,2455.23,2455.22710053,1069.02,1069.0219,2216893.41,2216893.4093
2016-11-15,0.0,0.8345,1143,287160.67,287160.6722875057,241154.55,241154.5464255505,1,16.29,16.294,2016-11-15,2016-11-15,2016-11-15,2680.99,2680.99162163,1144.38,1144.3818,2413286.21,2413286.2148
2016-11-14,0.0,1.1403,1143,287438.89,287438.89368941233,241463.01,241463.01375385642,1,16.31,16.307000000000002,2016-11-14,2016-11-14,2016-11-14,3476.45,3476.45445075,1394.02,1394.0199,3297686.93,3297686.9292
2016-11-11,0.0,1.0759,1143,286084.49,286084.48896493483,240194.55,240194.5486839625,1,16.23,16.232,2016-11-11,2016-11-11,2016-11-11,3440.73,3440.7336395,1409.84,1409.8384,3110960.23,3110960.2301
2016-11-10,0.0,0.848,1142,283828.25,283828.2496660935,238279.89,238279.8949501205,1,16.11,16.112000000000002,2016-11-10,2016-11-10,2016-11-10,2872.54,2872.54244547,1188.4,1188.4024,2451874.76,2451874.7634
2016-11-09,0.0,0.8335,1141,279802.48,279802.4803402708,235356.19,235356.1900659274,1,15.89,15.886,2016-11-09,2016-11-09,2016-11-09,2774.34,2774.33787799,1226.34,1226.3403,2410056.31,2410056.3056
2016-11-08,0.0,0.6652,1140,281508.48,281508.48496393784,236843.34,236843.3396112505,1,15.98,15.984000000000002,2016-11-08,2016-11-08,2016-11-08,2228.5,2228.49759885,970.29,970.2852,1923321.16,1923321.1611
2016-11-07,0.0,0.6228,1139,280158.33,280158.3303264357,235835.79,235835.7912701681,1,15.9,15.902000000000001,2016-11-07,2016-11-07,2016-11-07,2113.19,2113.18599893,957.02,957.0184,1800839.2,1800839.1972
2016-11-04,0.0,0.6897,1138,279375.46,279375.45800384897,235203.23,235203.23432938269,1,15.87,15.866,2016-11-04,2016-11-04,2016-11-04,2405.21,2405.20892802,1066.34,1066.3406,1994136.42,1994136.4201
2016-11-03,0.0,0.7722,1138,279694.19,279694.1869674298,235589.2,235589.19759387692,1,15.88,15.883,2016-11-03,2016-11-03,2016-11-03,2661.71,2661.71184435,1144.48,1144.4849,2232212.63,2232212.6304
2016-11-02,0.0,0.6381,1138,277361.11,277361.1112362834,233597.99,233597.9928912091,1,15.75,15.749,2016-11-02,2016-11-02,2016-11-02,2234.56,2234.56018361,1029.26,1029.26,1844747.53,1844747.5273
2016-11-01,0.0,0.5602,1138,279035.79,279035.7893312349,235204.69,235204.6949168998,1,15.85,15.845999999999998,2016-11-01,2016-11-01,2016-11-01,1976.05,1976.0538436999998,870.31,870.3133,1619606.6,1619606.5955
2016-10-31,0.0,0.5362,1138,276990.51,276990.5101237158,233744.4,233744.40345830072,1,15.73,15.732000000000001,2016-10-31,2016-10-31,2016-10-31,1818.11,1818.10809343,828.51,828.5105,1550155.8,1550155.8008
2016-10-28,0.0,0.6291,1137,277222.88,277222.8832351389,234089.79,234089.7944094372,1,15.75,15.748,2016-10-28,2016-10-28,2016-10-28,2132.07,2132.06924935,949.62,949.6191,1818633.15,1818633.1519999998
2016-10-27,0.0,0.574,1136,277603.12,277603.1217254559,234661.8,234661.7977913986,1,15.76,15.764000000000001,2016-10-27,2016-10-27,2016-10-27,1858.1,1858.10144897,834.23,834.2308,1659306.54,1659306.5355
2016-10-26,0.0,0.6628,1135,277337.48,277337.4797772188,235035.82,235035.8193542818,1,15.78,15.783,2016-10-26,2016-10-26,2016-10-26,2163.99,2163.98712249,981.99,981.9896,1915874.16,1915874.1609
2016-10-25,0.0,0.7045,1134,278620.47,278620.4736466094,236148.83,236148.8286399647,1,15.85,15.854000000000001,2016-10-25,2016-10-25,2016-10-25,2214.18,2214.17531991,983.15,983.1511,2036182.93,2036182.9309999999
2016-10-24,0.0,0.833,1133,278237.22,278237.2238048647,235917.31,235917.30586039872,1,15.84,15.841,2016-10-24,2016-10-24,2016-10-24,2510.02,2510.01731605,1069.66,1069.6611,2407694.96,2407694.958
2016-10-21,0.0,0.6488,1133,274749.33,274749.3315435091,233164.07,233164.0741071074,1,15.65,15.65,2016-10-21,2016-10-21,2016-10-21,2021.85,2021.84556126,936.68,936.6758,1875253.46,1875253.4641
2016-10-20,0.0,0.5563,1132,274041.52,274041.5198834471,232465.77,232465.77260531788,1,15.61,15.607999999999999,2016-10-20,2016-10-20,2016-10-20,1782.69,1782.68835376,824.94,824.9425,1607773.66,1607773.6613
2016-10-19,0.0,0.6301,1132,273914.16,273914.163339401,232425.19,232425.1877261166,1,15.6,15.597999999999999,2016-10-19,2016-10-19,2016-10-19,1975.25,1975.25072376,897.71,897.7068,1820777.19,1820777.1914
2016-10-18,0.0,0.6275,1132,273765.54,273765.5427313873,232398.58,232398.5809566193,1,15.59,15.591,2016-10-18,2016-10-18,2016-10-18,1958.09,1958.08578185,893.73,893.7308,1813412.41,1813412.4075
2016-10-17,0.0,0.5631,1132,269887.82,269887.8215030925,229204.84,229204.84153024052,1,15.37,15.37,2016-10-17,2016-10-17,2016-10-17,1803.21,1803.20971228,831.75,831.7505,1627424.28,1627424.2806
2016-10-14,0.0,0.5376,1131,271521.16,271521.15881147014,230824.18,230824.1803315503,1,15.47,15.466,2016-10-14,2016-10-14,2016-10-14,1639.31,1639.3145027,781.45,781.4508,1553439.57,1553439.5712
2016-10-13,0.0,0.5452,1130,271065.41,271065.40660409146,230453.63,230453.6260042557,1,15.44,15.444,2016-10-13,2016-10-13,2016-10-13,1677.29,1677.29307909,791.01,791.0134,1574702.61,1574702.6063
2016-10-12,0.0,0.495,1129,269978.8,269978.7957166569,230226.24,230226.2426664497,1,15.39,15.385,2016-10-12,2016-10-12,2016-10-12,1604.81,1604.80573039,770.6,770.5991,1429616.01,1429616.0098
2016-10-11,0.0,0.5799,1128,270275.17,270275.1651711334,230760.85,230760.85102279412,1,15.4,15.395,2016-10-11,2016-10-11,2016-10-11,1843.08,1843.07889724,838.63,838.6285,1674669.9,1674669.9014
2016-10-10,0.0,0.5534,1127,268574.86,268574.86298206396,229552.83,229552.82843602425,1,15.31,15.309000000000001,2016-10-10,2016-10-10,2016-10-10,1757.96,1757.95890958,789.67,789.6669999999997,1598369.72,1598369.7207
2016-09-30,0.0,0.3541,1126,264673.42,264673.4192702548,226269.34,226269.3422465187,1,15.09,15.092,2016-09-30,2016-09-30,2016-09-30,1132.94,1132.94038436,545.19,545.1941,1022464.44,1022464.4444
2016-09-29,0.0,0.3952,1125,263858.53,263858.5300924356,225772.36,225772.360560673,1,15.06,15.062000000000001,2016-09-29,2016-09-29,2016-09-29,1232.71,1232.7078489,603.96,603.9609,1140918.69,1140918.6879
2016-09-28,0.0,0.3641,1125,262803.64,262803.6395715202,224827.48,224827.4801694365,1,15.01,15.009,2016-09-28,2016-09-28,2016-09-28,1171.1,1171.10253686,576.15,576.145,1050925.35,1050925.3535
2016-09-27,0.0,0.425,1124,263655.01,263655.0097656065,225537.43,225537.42562308078,1,15.06,15.06,2016-09-27,2016-09-27,2016-09-27,1344.85,1344.84508487,659.25,659.2499,1225474.71,1225474.7076
2016-09-26,0.0,0.5032,1124,262154.84,262154.8429826411,224366.0,224366.0012317366,1,14.97,14.968,2016-09-26,2016-09-26,2016-09-26,1633.21,1633.2096261,821.21,821.2074,1450982.96,1450982.9618
2016-09-23,0.0,0.4404,1124,266766.83,266766.8336161014,228160.15,228160.15230130372,1,15.23,15.23,2016-09-23,2016-09-23,2016-09-23,1483.61,1483.60632899,718.85,718.8545,1269869.01,1269869.0084
2016-09-22,0.0,0.4837,1123,267376.74,267376.74401763326,228653.17,228653.1687241239,1,15.27,15.274000000000001,2016-09-22,2016-09-22,2016-09-22,1593.84,1593.83992965,738.63,738.6305,1394588.47,1394588.4656
2016-09-21,0.0,0.4031,1123,265888.83,265888.8264944885,227265.19,227265.18524961788,1,15.19,15.187999999999999,2016-09-21,2016-09-21,2016-09-21,1347.83,1347.82617823,643.77,643.7669999999998,1160746.47,1160746.4743
2016-09-20,0.0,0.4145,1123,265530.99,265530.9897816399,227023.65,227023.652257435,1,15.17,15.169,2016-09-20,2016-09-20,2016-09-20,1403.56,1403.56446557,688.78,688.7816,1193699.35,1193699.3518
2016-09-19,0.0,0.4201,1123,265600.2,265600.2019346003,227154.6,227154.599170216,1,15.18,15.182,2016-09-19,2016-09-19,2016-09-19,1343.95,1343.95141382,638.78,638.7836,1209227.4,1209227.3988
2016-09-14,0.0,0.4687,1122,263552.01,263552.0109777478,225551.39,225551.39036641712,1,15.06,15.061,2016-09-14,2016-09-14,2016-09-14,1490.66,1490.66391254,714.27,714.2673,1348897.54,1348897.5429
2016-09-13,0.0,0.4717,1121,265275.68,265275.6814370534,227131.21,227131.21211915987,1,15.16,15.161,2016-09-13,2016-09-13,2016-09-13,1535.11,1535.1127755,723.01,723.0123,1357496.94,1357496.9366
2016-09-12,0.0,0.7154,1120,265054.5,265054.501920779,227127.0,227126.9999761875,1,15.15,15.152999999999999,2016-09-12,2016-09-12,2016-09-12,2219.95,2219.95074569,1043.22,1043.2213,2058624.28,2058624.2849
2016-09-09,0.0,0.5592,1119,269918.51,269918.51160614804,231143.65,231143.6489771958,1,15.42,15.421,2016-09-09,2016-09-09,2016-09-09,1825.5,1825.50231795,850.1,850.0969,1609100.43,1609100.4342
2016-09-08,0.0,0.5114,1118,270969.5,270969.49881033,232302.93,232302.93113595425,1,15.49,15.489,2016-09-08,2016-09-08,2016-09-08,1671.38,1671.37541557,777.97,777.9741,1471387.38,1471387.3826
2016-09-07,0.0,0.6637,1118,270538.44,270538.4441283439,231948.07,231948.0731687505,1,15.47,15.47,2016-09-07,2016-09-07,2016-09-07,2096.93,2096.92861532,945.65,945.6511,1908901.6,1908901.5980000002
2016-09-06,0.0,0.603,1118,270360.96,270360.9637292743,231737.24,231737.2420712082,1,15.46,15.458,2016-09-06,2016-09-06,2016-09-06,1938.33,1938.33120696,886.54,886.5393,1734230.89,1734230.8908
2016-09-05,0.0,0.5054,1118,268688.89,268688.8892103827,230484.45,230484.4504266268,1,15.37,15.367,2016-09-05,2016-09-05,2016-09-05,1614.91,1614.90638161,741.87,741.8722,1453473.68,1453473.6786
2016-09-02,0.0,0.5304,1117,268139.81,268139.8075633358,230083.17,230083.1676415604,1,15.34,15.343,2016-09-02,2016-09-02,2016-09-02,1719.3,1719.30209794,797.53,797.5269,1525334.57,1525334.5692
2016-09-01,0.0,0.5424,1117,267730.46,267730.4618921299,229664.84,229664.84479062,1,15.32,15.317,2016-09-01,2016-09-01,2016-09-01,1781.55,1781.54848869,849.51,849.5089,1559781.63,1559781.625
2016-08-31,0.0,0.4953,1116,269534.37,269534.3675855228,231118.55,231118.5471776533,1,15.42,15.419,2016-08-31,2016-08-31,2016-08-31,1699.56,1699.55592624,779.7,779.7022,1424112.4,1424112.4035
2016-08-30,0.0,0.4901,1115,268407.93,268407.92678963643,230222.85,230222.8492567177,1,15.36,15.356,2016-08-30,2016-08-30,2016-08-30,1643.21,1643.21055836,777.01,777.0079,1407055.27,1407055.2712
2016-08-29,0.0,0.5048,1115,268088.6,268088.5985193357,229899.24,229899.2400206945,1,15.33,15.33,2016-08-29,2016-08-29,2016-08-29,1672.64,1672.63528165,774.77,774.7732,1449243.85,1449243.8461
2016-08-26,0.0,0.5225,1115,268076.02,268076.0150603927,229908.09,229908.0915292898,1,15.33,15.332,2016-08-26,2016-08-26,2016-08-26,1771.45,1771.45363946,819.83,819.8325,1500104.72,1500104.7188
2016-08-25,0.0,0.6065,1114,267843.88,267843.8804839593,229743.95,229743.94529186358,1,15.32,15.321,2016-08-25,2016-08-25,2016-08-25,2011.09,2011.08564106,961.77,961.7653,1740703.58,1740703.5812
2016-08-24,0.0,0.5104,1114,269294.2,269294.2024453566,231073.02,231073.0191595234,1,15.4,15.402000000000001,2016-08-24,2016-08-24,2016-08-24,1692.72,1692.7236383000006,791.9,791.9002,1464761.17,1464761.1711
2016-08-23,0.0,0.5635,1114,269550.34,269550.3376037741,231416.2,231416.2018732537,1,15.42,15.417,2016-08-23,2016-08-23,2016-08-23,1798.14,1798.14078159,816.9,816.8952,1617111.1,1617111.1047
2016-08-22,0.0,0.6485,1114,268872.38,268872.3800119616,230973.31,230973.3082799812,1,15.38,15.380999999999998,2016-08-22,2016-08-22,2016-08-22,2086.8,2086.80431745,947.17,947.1651,1860570.01,1860570.0083
2016-08-19,0.0,0.679,1113,270696.59,270696.5879856173,232236.61,232236.61286775212,1,15.48,15.475999999999999,2016-08-19,2016-08-19,2016-08-19,2123.11,2123.10638939,980.73,980.7301,1944340.37,1944340.3718
2016-08-18,0.0,0.8034,1112,270085.05,270085.0528683741,231785.07,231785.06766882265,1,15.44,15.444,2016-08-18,2016-08-18,2016-08-18,2582.37,2582.37146595,1116.5,1116.4958,2300482.66,2300482.6574
2016-08-17,0.0,0.7493,1111,270401.04,270401.03553059,232147.12,232147.11689907825,1,15.46,15.464,2016-08-17,2016-08-17,2016-08-17,2441.82,2441.82085271,1080.22,1080.2208,2145449.91,2145449.912
2016-08-16,0.0,0.9735,1110,270258.94,270258.93816398,232152.55,232152.5470015362,1,15.46,15.460999999999999,2016-08-16,2016-08-16,2016-08-16,3092.04,3092.03774808,1268.33,1268.3295,2787230.9,2787230.8976
2016-08-15,0.0,1.0392,1109,271225.53,271225.53131449013,233446.19,233446.19404337945,1,15.56,15.558,2016-08-15,2016-08-15,2016-08-15,3280.68,3280.68406661,1343.27,1343.2686,2974808.2,2974808.2021
2016-08-12,0.0,0.5878,1108,264475.17,264475.16828576283,227876.65,227876.6545700844,1,15.17,15.167,2016-08-12,2016-08-12,2016-08-12,1794.11,1794.10528173,820.04,820.0446,1682431.23,1682431.2306
2016-08-11,0.0,0.5663,1107,260144.93,260144.9275922163,224192.91,224192.9091318509,1,14.91,14.914000000000001,2016-08-11,2016-08-11,2016-08-11,1801.2,1801.19853645,870.26,870.2628,1619611.78,1619611.7834
2016-08-10,0.0,0.5774,1107,261347.65,261347.65095066788,224986.12,224986.1241128204,1,14.98,14.984000000000002,2016-08-10,2016-08-10,2016-08-10,1849.47,1849.46946435,899.41,899.4121,1649368.18,1649368.1845
2016-08-09,0.0,0.599,1106,261883.53,261883.5287200897,225677.42,225677.423593423,1,15.01,15.013,2016-08-09,2016-08-09,2016-08-09,1885.21,1885.21424571,897.64,897.6352,1710977.26,1710977.2565
2016-08-08,0.0,0.5465,1105,259674.77,259674.76917000161,224055.25,224055.2536919175,1,14.89,14.890999999999998,2016-08-08,2016-08-08,2016-08-08,1725.57,1725.57020933,848.1,848.0975,1560761.47,1560761.4693
2016-08-05,0.0,0.4997,1104,257215.41,257215.41396737238,221980.59,221980.5863004184,1,14.76,14.763,2016-08-05,2016-08-05,2016-08-05,1626.83,1626.8307955999999,810.42,810.4159,1426206.05,1426206.0476
2016-08-04,0.0,0.4715,1104,257581.26,257581.2568750206,222269.25,222269.2487020639,1,14.79,14.785,2016-08-04,2016-08-04,2016-08-04,1538.28,1538.28317303,764.76,764.7589999999999,1345696.24,1345696.2371
2016-08-03,0.0,0.4943,1104,257112.39,257112.3882006013,222016.38,222016.37607762878,1,14.76,14.76,2016-08-03,2016-08-03,2016-08-03,1590.62,1590.62402687,778.94,778.9432,1410806.86,1410806.8612
2016-08-02,0.0,0.4062,1104,256391.61,256391.6137305576,221655.33,221655.32705946945,1,14.72,14.72,2016-08-02,2016-08-02,2016-08-02,1298.28,1298.27927757,672.34,672.3352,1159313.67,1159313.666
2016-08-01,0.0,0.5208,1103,253676.09,253676.09471688195,220175.88,220175.8828468761,1,14.65,14.654000000000002,2016-08-01,2016-08-01,2016-08-01,1636.13,1636.13449834,827.58,827.5786,1483575.3,1483575.3027
2016-07-29,0.0,0.5266,1102,255885.12,255885.12269033372,221986.84,221986.84415581718,1,14.77,14.774000000000001,2016-07-29,2016-07-29,2016-07-29,1703.84,1703.83856286,833.94,833.9377,1499965.97,1499965.9692
2016-07-28,0.0,0.6686,1102,257110.16,257110.16432274,223056.15,223056.1531177292,1,14.85,14.845999999999998,2016-07-28,2016-07-28,2016-07-28,2175.26,2175.25705187,1024.16,1024.1569,1904006.68,1904006.6849
2016-07-27,0.0,0.9829,1101,256612.63,256612.63239530442,222888.66,222888.663779117,1,14.82,14.815,2016-07-27,2016-07-27,2016-07-27,3167.41,3167.41423891,1508.31,1508.3142,2798999.33,2798999.3285
2016-07-26,0.0,0.5547,1101,261501.2,261501.2031489576,226533.61,226533.6085852157,1,15.08,15.083,2016-07-26,2016-07-26,2016-07-26,1863.85,1863.84558222,857.66,857.6613,1578778.61,1578778.6138
2016-07-25,0.0,0.5091,1101,258542.26,258542.26499966212,223983.23,223983.22964300207,1,14.91,14.913,2016-07-25,2016-07-25,2016-07-25,1760.17,1760.16781144,843.4,843.4002,1448601.33,1448601.3257
2016-07-22,0.0,0.5709,1101,258304.14,258304.1402959951,223757.54,223757.53710351532,1,14.89,14.894,2016-07-22,2016-07-22,2016-07-22,1983.06,1983.05843086,977.31,977.3116,1624391.56,1624391.5648
2016-07-21,0.0,0.5782,1101,260516.71,260516.7099579311,225571.87,225571.8655044059,1,15.02,15.022,2016-07-21,2016-07-21,2016-07-21,2012.97,2012.96935975,940.51,940.5091,1645235.95,1645235.9473
